Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
a3,com.nonononoki.alovoa.service,AdminService,deleteAccount,17,4,1,199,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,userExists,5,1,1,222,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,addDonation,17,2,2,228,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.AdminService
a3,com.nonononoki.alovoa.service,AdminService,verifyVerificationPicture,13,2,1,245,0,com.nonononoki.alovoa.service.AdminService,com.nonononoki.alovoa.service.AdminService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,AdminService,deleteVerificationPicture,6,1,1,259,0,com.nonononoki.alovoa.service.AdminService,com.nonononoki.alovoa.service.AdminService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,AdminService,checkRights,5,2,0,266,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,CaptchaService,generate,20,2,0,45,0,com.nonononoki.alovoa.service.CaptchaService,com.nonononoki.alovoa.service.CaptchaService; com.nonononoki.alovoa.lib.OxCaptcha; com.nonononoki.alovoa.repo.CaptchaRepository
a3,com.nonononoki.alovoa.service,CaptchaService,generateCaptchaImage,11,1,0,68,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.service,CaptchaService,isValid,9,2,2,82,0,com.nonononoki.alovoa.service.CaptchaService,com.nonononoki.alovoa.service.CaptchaService
a3,com.nonononoki.alovoa.service,CaptchaService,getIpHash,7,1,1,96,0,,
a3,com.nonononoki.alovoa.service,UserService,removeUserDataCascading,130,26,2,125,0,com.nonononoki.alovoa.repo.UserVerificationPictureRepository,com.nonononoki.alovoa.repo.UserVerificationPictureRepository; com.nonononoki.alovoa.repo.UserBlockRepository; com.nonononoki.alovoa.repo.UserLikeRepository; com.nonononoki.alovoa.repo.UserHideRepository; com.nonononoki.alovoa.repo.ConversationRepository; com.nonononoki.alovoa.repo.UserNotificationRepository; com.nonononoki.alovoa.repo.UserReportRepository
a3,com.nonononoki.alovoa.service,UserService,stripB64Type,6,2,1,274,0,,
a3,com.nonononoki.alovoa.service,UserService,convertAudioMp3Wav,9,1,2,281,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,deleteAccountRequest,12,1,0,291,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,UserService,deleteAccountConfirm,31,6,1,307,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.service.CaptchaService; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,UserService,updateProfilePicture,15,2,1,354,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,onboarding,25,2,1,370,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,updateDescription,20,5,1,401,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updateIntention,17,3,1,421,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,UserService,updateMinAge,8,2,1,440,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.entity.User
a3,com.nonononoki.alovoa.service,UserService,updateMaxAge,8,2,1,449,0,com.nonononoki.alovoa.entity.User,com.nonononoki.alovoa.entity.User; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updatePreferedGender,16,3,2,458,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updateUserMiscInfo,22,5,2,475,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserMiscInfoRepository
a3,com.nonononoki.alovoa.service,UserService,addInterest,22,5,1,501,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,deleteInterest,9,2,1,532,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,getInterestAutocomplete,11,2,1,546,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.repo.UserInterestRepository
a3,com.nonononoki.alovoa.service,UserService,updateAccentColor,5,1,1,559,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updateUiDesign,5,1,1,565,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updateShowZodiac,5,1,1,571,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updateUnits,5,1,1,577,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,addImage,14,2,1,583,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,deleteImage,8,2,1,598,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,adjustPicture,48,5,1,607,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,likeUser,50,7,1,671,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.NotificationService; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.repo.UserLikeRepository
a3,com.nonononoki.alovoa.service,UserService,hideUser,12,2,1,736,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserHideRepository; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,blockUser,12,2,1,751,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserBlockRepository; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,unblockUser,9,2,1,766,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserBlockRepository; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,reportUser,15,2,2,779,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserReportRepository; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,encodedIdToUser,4,1,1,800,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.service,UserService,hasNewAlert,3,1,0,807,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,hasNewAlert,10,2,1,811,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,hasNewMessage,9,2,0,823,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updateUserInfo,3,1,1,833,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,updateUserInfo,16,4,2,837,0,,
a3,com.nonononoki.alovoa.service,UserService,getUserdata,16,2,1,853,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.model.UserGdpr; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,deleteProfilePicture,6,1,0,878,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,getAudio,7,2,1,885,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,deleteAudio,5,1,0,895,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,updateAudio,14,2,2,901,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,updateCountry,11,2,1,918,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,getVerificationCode,4,1,0,931,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,UserService,getVerificationCode,11,2,1,936,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.service,UserService,updateVerificationPicture,16,2,1,947,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,upvoteVerificationPicture,15,4,1,967,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,downvoteVerificationPicture,15,4,1,987,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,adjustAudio,12,3,2,1007,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,UserService,trimAudioWav,43,5,2,1019,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,DonateService,filter,27,5,1,63,0,com.nonononoki.alovoa.model.DonationDto,com.nonononoki.alovoa.model.DonationDto; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.repo.UserDonationRepository; com.nonononoki.alovoa.entity.User
a3,com.nonononoki.alovoa.service,DonateService,donationReceivedKofi,40,7,2,102,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,DonateService,donationReceivedBmac,40,7,2,153,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MailService,sendMail,16,1,4,47,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,MailService,sendAdminMail,3,1,3,63,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,MailService,sendAdminMailAll,11,4,3,67,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,MailService,sendMailWithAttachment,10,1,6,79,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService
a3,com.nonononoki.alovoa.service,MailService,getEmailText,12,1,1,91,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MailService,sendRegistrationMail,6,1,1,105,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MailService,sendPasswordResetMail,6,1,1,115,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MailService,sendAccountDeleteRequest,6,1,1,124,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MailService,sendAccountDeleteConfirm,6,1,1,134,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MailService,sendAccountConfirmed,6,1,1,143,0,com.nonononoki.alovoa.service.MailService,com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,ScheduleService,scheduleShort,7,2,0,52,0,com.nonononoki.alovoa.service.ScheduleService,com.nonononoki.alovoa.service.ScheduleService
a3,com.nonononoki.alovoa.service,ScheduleService,scheduleLong,6,2,0,61,0,com.nonononoki.alovoa.service.ScheduleService,com.nonononoki.alovoa.service.ScheduleService
a3,com.nonononoki.alovoa.service,ScheduleService,cleanCaptcha,7,1,1,69,0,com.nonononoki.alovoa.repo.CaptchaRepository,com.nonononoki.alovoa.repo.CaptchaRepository
a3,com.nonononoki.alovoa.service,ScheduleService,cleanContact,7,1,1,77,0,com.nonononoki.alovoa.repo.ContactRepository,com.nonononoki.alovoa.repo.ContactRepository
a3,com.nonononoki.alovoa.service,ScheduleService,cleanUserHide,22,3,1,85,0,com.nonononoki.alovoa.repo.UserHideRepository,com.nonononoki.alovoa.repo.UserHideRepository
a3,com.nonononoki.alovoa.service,PasswordService,resetPasword,32,7,1,53,0,com.nonononoki.alovoa.service.CaptchaService,com.nonononoki.alovoa.service.CaptchaService; com.nonononoki.alovoa.service.MailService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,PasswordService,changePasword,25,6,1,96,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.repo.UserPasswordTokenRepository
a3,com.nonononoki.alovoa.service,ImprintService,contact,11,2,1,27,0,com.nonononoki.alovoa.service.CaptchaService,com.nonononoki.alovoa.service.CaptchaService; com.nonononoki.alovoa.service.PublicService
a3,com.nonononoki.alovoa.service,AuthService,getCurrentUser,27,6,1,26,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,AuthService,getCurrentUser,3,1,0,52,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,AuthService,getOauth2Email,9,2,0,56,0,,
a3,com.nonononoki.alovoa.service,NotificationService,pushService,8,2,0,61,0,,
a3,com.nonononoki.alovoa.service,NotificationService,subscribe,14,3,1,71,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,NotificationService,newLike,12,1,1,87,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.NotificationService
a3,com.nonononoki.alovoa.service,NotificationService,newMatch,12,1,1,102,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.NotificationService
a3,com.nonononoki.alovoa.service,NotificationService,newMessage,12,1,1,117,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.NotificationService
a3,com.nonononoki.alovoa.service,NotificationService,send,7,2,2,132,0,com.nonononoki.alovoa.service.NotificationService,com.nonononoki.alovoa.service.NotificationService
a3,com.nonononoki.alovoa.service,SearchService,getGeocoder,6,2,0,70,0,,
a3,com.nonononoki.alovoa.service,SearchService,searchDefault,12,3,0,77,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.service.SearchService
a3,com.nonononoki.alovoa.service,SearchService,search,0,19,4,92,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.service.SearchService; com.nonononoki.alovoa.entity.User; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.PublicService; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.service,SearchService,filterUsers,16,5,4,284,0,,
a3,com.nonononoki.alovoa.service,SearchService,searchResultstoUserDto,15,4,3,303,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.service,SearchService,getCountryIsoByLocation,9,2,2,326,0,com.nonononoki.alovoa.service.SearchService,com.nonononoki.alovoa.service.SearchService
a3,com.nonononoki.alovoa.service,MessageService,send,39,8,2,40,0,com.nonononoki.alovoa.entity.user.Conversation,com.nonononoki.alovoa.entity.user.Conversation; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.NotificationService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,MessageService,updateCheckedDate,21,2,1,94,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,PublicService,text,4,1,1,16,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,addCorsMappings,3,1,1,22,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,addResourceHandlers,3,1,1,27,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,addInterceptors,5,1,1,32,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,localeResolver,3,1,0,39,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,messageSource,6,1,0,44,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,getRoleUser,3,1,0,71,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,getRoleAdmin,3,1,0,75,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,filterChain,12,2,1,79,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,SecurityConfig,authenticationManager,3,1,0,118,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,successHandler,3,1,0,123,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,authenticationFilter,9,1,0,128,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,SecurityConfig,sessionAuthenticationStrategy,9,1,0,140,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,SecurityConfig,getSessionInformationExpiredStrategy,4,1,0,150,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,sessionRegistry,3,1,0,155,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,rememberMeServices,3,1,0,160,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,oAuthRememberMeServices,5,1,0,165,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,passwordEncoder,3,1,0,173,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,authProvider,3,1,0,178,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,corsFilter,10,1,0,183,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,getOAuthRememberMeServices,3,1,0,195,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,EventListenerConfig,handleContextRefresh,6,1,1,77,0,com.nonononoki.alovoa.config.EventListenerConfig,com.nonononoki.alovoa.config.EventListenerConfig
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaultUserMiscInfo,25,2,0,85,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaultAdmin,9,2,0,155,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaultGenders,13,2,0,165,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaulIntentions,13,2,0,183,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,removeInvalidUsers,16,3,0,199,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.repo.UserRepository
a3,com.nonononoki.alovoa.entity,User,User,3,1,0,179,0,,
a3,com.nonononoki.alovoa.entity,User,User,3,1,1,184,0,,
a3,com.nonononoki.alovoa.entity,User,getAuthorities,12,2,0,188,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.entity,User,getUsername,3,1,0,202,0,,
a3,com.nonononoki.alovoa.entity,User,isAccountNonExpired,3,1,0,207,0,,
a3,com.nonononoki.alovoa.entity,User,isAccountNonLocked,3,1,0,212,0,,
a3,com.nonononoki.alovoa.entity,User,isCredentialsNonExpired,3,1,0,217,0,,
a3,com.nonononoki.alovoa.entity,User,isEnabled,3,1,0,222,0,,
a3,com.nonononoki.alovoa.entity,User,getPreferedMinAge,8,1,0,227,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMinAge,7,1,1,235,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,getPreferedMaxAge,8,1,0,242,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMaxAge,7,1,1,250,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMinAge,3,1,2,257,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMaxAge,3,1,2,261,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,writeObject,3,1,1,265,0,,
a3,com.nonononoki.alovoa.entity,User,readObject,3,1,1,270,0,,
a3,com.nonononoki.alovoa.entity.user,UserInterest,equals,10,3,1,31,0,,
a3,com.nonononoki.alovoa.entity.user,UserInterest,hashCode,3,1,0,46,0,,
a3,com.nonononoki.alovoa.entity.user,Conversation,containsUser,3,1,1,45,0,,
a3,com.nonononoki.alovoa.entity.user,Conversation,getPartner,5,1,1,49,0,,
a3,com.nonononoki.alovoa.entity.user,Conversation,isBlocked,5,1,1,55,0,com.nonononoki.alovoa.repo.UserBlockRepository,com.nonononoki.alovoa.repo.UserBlockRepository
a3,com.nonononoki.alovoa.component,RestExceptionHandler,handleConflict,11,2,2,28,0,,
a3,com.nonononoki.alovoa.component,SuccessHandler,SuccessHandler,4,1,1,38,0,,
a3,com.nonononoki.alovoa.component,SuccessHandler,onAuthenticationSuccess,22,3,3,43,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.component,AuthProvider,authenticate,41,9,1,44,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.config.SecurityConfig; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.component,AuthProvider,supports,3,1,1,96,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,CustomTokenBasedRememberMeServices,3,1,2,22,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,retrieveUserName,6,2,1,26,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,onLoginSuccess,25,4,3,35,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getRememberMeCookie,8,1,3,69,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getCookiePath,4,1,1,79,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,isInstanceOfUserDetails,3,1,1,85,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getRememberMeCookieData,7,1,2,90,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getRememberMeCookieData,3,1,1,99,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getIvSpec,6,2,0,39,0,,
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getKeySpec,6,2,0,46,0,,
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getEnCipher,7,2,0,53,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getDeCipher,7,2,0,62,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,encode,4,1,1,71,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,decode,4,1,1,78,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,convertToDatabaseColumn,8,1,1,85,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,convertToEntityAttribute,8,1,1,94,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,AuthFilter,attemptAuthentication,10,1,2,21,0,,
a3,com.nonononoki.alovoa.component,FailureHandler,onAuthenticationFailure,4,1,3,20,0,,
a3,com.nonononoki.alovoa.component,CustomUserDetailsService,loadUserByUsername,7,2,1,18,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository
a3,com.nonononoki.alovoa.model,ConversationDto,conversationToDto,16,3,3,30,0,com.nonononoki.alovoa.entity.user.Conversation,com.nonononoki.alovoa.entity.user.Conversation; com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.model.MessageDto
a3,com.nonononoki.alovoa.model,UserInterestDto,UserInterestDto,4,1,2,8,0,,
